## partial_directory: partial
## log_directory: logs
## instruction_directory: instructions
## item_list_file: item_list.csv
## mem_col: mem
## probe_col: probe
## tL_col: type_left
## tR_col: type_right
## con_col: item_condition
## stimulus_directory: stims
## correct_feedback: CORRECT
## error_feedback: WRONG
## timeout_feedback: TOO_SLOW
## window_width: 1280
## window_height: 720
## refresh_rate: 100
## midgrey_r: 0
## midgrey_g: 0
## midgrey_b: 0
## fixation_time: 1.0
## display_time: 1.0
## mask_time: 0.25
## blank_time: 0.5
## probe_alert_time: 0.5
## timeout: 5.0
## num_exp_trials_per_block: 128
## n_blocks: 3
## seed: 20588185
911, 10, 2, 0, 5, 5, SS, 1, 1,  0.6346
911, 10, 2, 1, 2, 8, HS, 0, 1,  0.5587
911, 10, 2, 2, 2, 8, HS, 0, 1,  0.4487
911, 10, 2, 3, 3, 3, SS, 1, 1,  0.5173
911, 10, 2, 4, 7, 7, SS, 1, 1,  0.5074
911, 10, 2, 5, 2, 2, SS, 1, 1,  0.4599
911, 10, 2, 6, 9, 3, HS, 0, 1,  0.4565
911, 10, 2, 7, 1, 7, HS, 0, 1,  0.5644
911, 10, 2, 8, 4, 6, SH, 0, 1,  0.4155
911, 10, 2, 9, 9, 9, SS, 1, 1,  0.4055
911, 10, 2, 10, 1, 1, SS, 1, 1,  0.4956
911, 10, 2, 11, 2, 2, SS, 0, 0,  0.4140
911, 10, 2, 12, 1, 9, HH, 0, 1,  0.3738
911, 10, 2, 13, 4, 1, LS, 1, 0,  0.4435
911, 10, 2, 14, 6, 6, SS, 1, 1,  0.4519
911, 10, 2, 15, 5, 5, SS, 1, 1,  0.5048
911, 10, 2, 16, 5, 6, SL, 0, 1,  0.4957
911, 10, 2, 17, 4, 4, SS, 1, 1,  0.5232
911, 10, 2, 18, 7, 7, SS, 1, 1,  0.4340
911, 10, 2, 19, 6, 2, LL, 0, 1,  0.4646
911, 10, 2, 20, 8, 1, HL, 0, 1,  0.4140
911, 10, 2, 21, 7, 9, SH, 0, 1,  0.5036
911, 10, 2, 22, 5, 5, SS, 1, 1,  0.4869
911, 10, 2, 23, 4, 4, SS, 1, 1,  0.4929
911, 10, 2, 24, 9, 3, HS, 1, 0,  0.4651
911, 10, 2, 25, 2, 2, SS, 1, 1,  0.4034
911, 10, 2, 26, 5, 5, SS, 1, 1,  0.6522
911, 10, 2, 27, 6, 4, SH, 0, 1,  0.4146
911, 10, 2, 28, 3, 3, SS, 1, 1,  0.4759
911, 10, 2, 29, 9, 1, HH, 0, 1,  0.3943
911, 10, 2, 30, 1, 1, SS, 1, 1,  0.4291
911, 10, 2, 31, 2, 9, HL, 0, 1,  0.4051
911, 10, 2, 32, 8, 8, SS, 1, 1,  0.4266
911, 10, 2, 33, 3, 3, SS, 0, 0,  0.5973
911, 10, 2, 34, 6, 1, LH, 0, 1,  0.4099
911, 10, 2, 35, 9, 4, LH, 1, 0,  0.9710
911, 10, 2, 36, 1, 2, SL, 0, 1,  0.4542
911, 10, 2, 37, 6, 6, SS, 1, 1,  0.4450
911, 10, 2, 38, 4, 9, LH, 0, 1,  0.4022
911, 10, 2, 39, 3, 2, SL, 0, 1,  0.4361
911, 10, 2, 40, 1, 4, LS, 0, 1,  0.4936
911, 10, 2, 41, 1, 8, HL, 0, 1,  0.4051
911, 10, 2, 42, 3, 1, SH, 0, 1,  0.4752
911, 10, 2, 43, 7, 1, HS, 0, 1,  0.3465
911, 10, 2, 44, 4, 4, SS, 1, 1,  0.3500
911, 10, 2, 45, 4, 4, SS, 1, 1,  0.4552
911, 10, 2, 46, 4, 7, LS, 1, 0,  0.4269
