## partial_directory: partial
## log_directory: logs
## instruction_directory: instructions
## item_list_file: item_list.csv
## mem_col: mem
## probe_col: probe
## tL_col: type_left
## tR_col: type_right
## con_col: item_condition
## stimulus_directory: stims
## correct_feedback: CORRECT
## error_feedback: WRONG
## timeout_feedback: TOO_SLOW
## window_width: 1280
## window_height: 720
## refresh_rate: 100
## midgrey_r: 0
## midgrey_g: 0
## midgrey_b: 0
## fixation_time: 1.0
## display_time: 1.0
## mask_time: 0.25
## blank_time: 0.5
## probe_alert_time: 0.5
## timeout: 5.0
## num_exp_trials_per_block: 128
## n_blocks: 3
## seed: 20588350
1001, 5, 2, 0, 1, 9, HH, 0, 1,  0.5301
1001, 5, 2, 1, 4, 1, LS, 0, 1,  0.5313
1001, 5, 2, 2, 3, 3, SS, 1, 1,  0.8153
1001, 5, 2, 3, 3, 3, SS, 1, 1,  0.7727
1001, 5, 2, 4, 2, 2, SS, 1, 1,  0.7529
1001, 5, 2, 5, 9, 2, HL, 0, 1,  0.5315
1001, 5, 2, 6, 4, 4, SS, 1, 1,  1.1469
1001, 5, 2, 7, 2, 5, LS, 0, 1,  0.9076
1001, 5, 2, 8, 8, 8, SS, 0, 0,  0.8485
1001, 5, 2, 9, 6, 9, LS, 1, 0,  0.4732
1001, 5, 2, 10, 3, 1, SH, 0, 1,  0.5593
1001, 5, 2, 11, 5, 5, SS, 1, 1,  0.8693
1001, 5, 2, 12, 1, 3, SH, 0, 1,  0.5588
1001, 5, 2, 13, 5, 9, LL, 0, 1,  0.6168
1001, 5, 2, 14, 6, 6, SS, 1, 1,  0.5726
1001, 5, 2, 15, 2, 2, SS, 1, 1,  0.6115
1001, 5, 2, 16, 6, 6, SS, 1, 1,  0.7322
1001, 5, 2, 17, 7, 7, SS, 1, 1,  0.6773
1001, 5, 2, 18, 7, 8, SL, 0, 1,  0.6371
1001, 5, 2, 19, 9, 7, SH, 0, 1,  0.5576
1001, 5, 2, 20, 8, 1, HL, 0, 1,  0.5320
1001, 5, 2, 21, 9, 1, HH, 0, 1,  0.4361
1001, 5, 2, 22, 9, 5, LL, 0, 1,  0.4528
1001, 5, 2, 23, 7, 7, SS, 0, 0,  0.4880
1001, 5, 2, 24, 4, 4, SS, 1, 1,  0.8594
1001, 5, 2, 25, 9, 3, HS, 0, 1,  0.5015
1001, 5, 2, 26, 4, 4, SS, 1, 1,  0.7492
1001, 5, 2, 27, 2, 2, SS, 1, 1,  0.6816
1001, 5, 2, 28, 3, 3, SS, 1, 1,  0.4503
1001, 5, 2, 29, 1, 2, SL, 0, 1,  0.6161
1001, 5, 2, 30, 9, 7, SH, 0, 1,  0.5288
1001, 5, 2, 31, 6, 2, LL, 0, 1,  0.5451
1001, 5, 2, 32, 3, 3, SS, 1, 1,  0.6166
1001, 5, 2, 33, 5, 5, SS, 1, 1,  0.6236
1001, 5, 2, 34, 9, 3, HS, 0, 1,  0.7267
1001, 5, 2, 35, 9, 4, LH, 1, 0,  0.7845
1001, 5, 2, 36, 9, 2, HL, 0, 1,  0.5494
1001, 5, 2, 37, 3, 3, SS, 1, 1,  0.6663
1001, 5, 2, 38, 5, 8, LS, 1, 0,  0.6723
1001, 5, 2, 39, 4, 4, SS, 1, 1,  0.5769
1001, 5, 2, 40, 1, 7, HS, 0, 1,  0.5504
1001, 5, 2, 41, 7, 7, SS, 1, 1,  0.6098
1001, 5, 2, 42, 6, 6, SS, 1, 1,  0.6776
1001, 5, 2, 43, 6, 6, SS, 1, 1,  0.7139
1001, 5, 2, 44, 6, 1, LH, 0, 1,  0.5835
1001, 5, 2, 45, 8, 8, SS, 1, 1,  0.6954
1001, 5, 2, 46, 8, 8, SS, 1, 1,  0.8237
1001, 5, 2, 47, 8, 4, LL, 0, 1,  0.8524
1001, 5, 2, 48, 2, 2, SS, 1, 1,  0.6281
1001, 5, 2, 49, 5, 2, LS, 0, 1,  1.0707
1001, 5, 2, 50, 7, 1, HS, 0, 1,  0.4796
1001, 5, 2, 51, 1, 6, LH, 0, 1,  0.5794
1001, 5, 2, 52, 1, 7, HS, 0, 1,  0.5266
1001, 5, 2, 53, 4, 8, LL, 0, 1,  0.5777
1001, 5, 2, 54, 6, 4, SH, 0, 1,  0.4650
1001, 5, 2, 55, 8, 8, SS, 1, 1,  0.5214
1001, 5, 2, 56, 3, 3, SS, 1, 1,  0.8231
1001, 5, 2, 57, 8, 1, HL, 0, 1,  0.7453
1001, 5, 2, 58, 7, 7, SS, 1, 1,  0.5550
1001, 5, 2, 59, 1, 1, SS, 1, 1,  0.6020
1001, 5, 2, 60, 9, 9, SS, 1, 1,  0.4655
1001, 5, 2, 61, 3, 3, SS, 1, 1,  0.4346
1001, 5, 2, 62, 2, 8, HS, 0, 1,  0.5321
1001, 5, 2, 63, 5, 5, SS, 1, 1,  0.6264
1001, 5, 2, 64, 1, 8, HL, 0, 1,  0.6317
1001, 5, 2, 65, 9, 1, HH, 0, 1,  0.5011
1001, 5, 2, 66, 8, 2, HS, 0, 1,  0.6251
1001, 5, 2, 67, 4, 6, SH, 0, 1,  0.5258
1001, 5, 2, 68, 8, 8, SS, 1, 1,  0.4926
1001, 5, 2, 69, 4, 4, SS, 1, 1,  0.7568
1001, 5, 2, 70, 3, 6, LS, 0, 1,  1.1117
1001, 5, 2, 71, 7, 7, SS, 1, 1,  0.5604
1001, 5, 2, 72, 4, 4, SS, 1, 1,  1.0641
1001, 5, 2, 73, 2, 9, HL, 0, 1,  0.4827
1001, 5, 2, 74, 9, 6, LS, 1, 0,  0.7812
1001, 5, 2, 75, 9, 1, HH, 0, 1,  1.2247
1001, 5, 2, 76, 9, 9, SS, 1, 1,  0.8909
1001, 5, 2, 77, 9, 9, SS, 1, 1,  0.8288
1001, 5, 2, 78, 9, 9, SS, 1, 1,  0.8741
1001, 5, 2, 79, 5, 1, LL, 0, 1,  0.7075
1001, 5, 2, 80, 5, 5, SS, 1, 1,  0.7557
1001, 5, 2, 81, 1, 9, HH, 0, 1,  0.5277
1001, 5, 2, 82, 4, 4, SS, 1, 1,  0.9978
1001, 5, 2, 83, 1, 9, HH, 0, 1,  0.5225
1001, 5, 2, 84, 5, 4, SL, 0, 1,  0.8536
1001, 5, 2, 85, 1, 1, SS, 1, 1,  0.9133
1001, 5, 2, 86, 4, 9, LH, 0, 1,  0.5113
1001, 5, 2, 87, 9, 1, HH, 0, 1,  0.4789
1001, 5, 2, 88, 5, 5, SS, 1, 1,  0.7047
1001, 5, 2, 89, 3, 9, HS, 0, 1,  0.5144
1001, 5, 2, 90, 1, 1, SS, 1, 1,  0.5236
1001, 5, 2, 91, 6, 4, SH, 0, 1,  0.7078
1001, 5, 2, 92, 2, 2, SS, 1, 1,  0.8107
1001, 5, 2, 93, 2, 3, SL, 0, 1,  0.6821
1001, 5, 2, 94, 4, 9, LH, 0, 1,  0.5593
1001, 5, 2, 95, 1, 9, HH, 0, 1,  0.5352
